COMMENT_ID,AUTHOR,DATE,YOUTUBE_TITLE,CONTENT,CLASS
hwpru0y5v5c5h4k2,James Miller,2013-12-02T05:14:09,10 Tips for Better Productivity,"Hurry, offer ends soon! https://is.gd/vvuk28 Limited stock available! Claim your reward now!",1
dvfe8pclndpik5w0,Michael Rodriguez,2013-12-16T03:12:34,Discovering Hidden Gems: Local Travel,Claim your reward now! Join our community!,1
e7natktcd93k46xh,Mia Rodriguez,2013-11-15T21:58:51,Learn Python Programming from Scratch,Subscribe for more content! untrustworthy Click the link to find out more!,1
modnpikz2ivhgnic,John Williams,2013-12-27T08:57:42,Survival Skills for Outdoor Adventures,Become a member today! Support my channel!,1
3opzl2rlkjxthwx2,Emma Garcia,2013-12-10T09:43:04,The Science of Happiness,Get exclusive deals! Click the link to find out more!,1
knlc7rtfdqzd481s,Sophia Smith,2013-12-07T17:02:19,Travel Guide: Exploring Thailand,I'm impressed! Follow me on social media!,0
wldqbhf61zfma236,Ava Davis,2013-12-07T01:05:12,10 Tips for Better Productivity,I'm subscribing to your channel! Support my channel!,0
ackfjmk9xdi74blo,Olivia Johnson,2013-11-03T22:31:37,Mastering the Basics of Drawing,Become a member today! scam Check out my other videos!,1
2q920koirvwkezg1,James Williams,2013-12-09T05:42:58,Beginner's Guide to Investing,You won a prize! scam Tag a friend who needs to watch this!,1
xgkbdwbuyjdi0puy,Mia Johnson,2013-12-11T03:23:51,Survival Skills for Outdoor Adventures,Interesting video. Let me know your thoughts in the comments!,0
il3fuu3ixx3q1gi6,Sophia Martinez,2013-12-19T16:31:06,Learn Python Programming from Scratch,Amazing video! Tag a friend who needs to watch this!,0
2patl2q7v67mam1t,John Brown,2013-12-03T13:44:43,Discovering Hidden Gems: Local Travel,Well explained! Tag a friend who needs to watch this!,0
z5dcvjq7vmv1ubbc,James Miller,2013-11-13T19:54:28,Beginner's Guide to Investing,Such an inspiring video! Spread the word!,0
6i7mawtv6b16b6jn,Mia Johnson,2013-11-07T12:02:00,Understanding Quantum Mechanics,This changed my perspective! Become a member today!,0
kmqxdsciuiatu567,Michael Rodriguez,2013-11-20T06:07:52,Beginner's Guide to Investing,I'm subscribing to your channel! Don't miss out!,0
j7mil4dzvxsp7pld,James Jones,2013-12-27T06:02:58,Healthy Breakfast Ideas,Keep up the good work! Follow me on social media!,0
lb2q1eupcoysicfl,Emma Jones,2013-12-26T12:18:13,Creative Writing Workshop,Unlock premium content! Claim your reward now!,1
l5r9t14keg3l6vll,James Williams,2013-11-25T21:29:02,Survival Skills for Outdoor Adventures,I'm subscribing to your channel! Click the link to find out more!,0
saev75ip3j9ju1mk,Sophia Davis,2013-12-02T05:44:33,Healthy Breakfast Ideas,I learned a lot from this video. Leave a comment below!,0
016r8ng1k24rtntd,John Miller,2013-12-18T14:38:08,Creative Writing Workshop,Well done! Don't forget to share with your friends!,0
8v02a8qj69blypf2,William Jones,2013-11-14T00:45:54,Creative Writing Workshop,This was exactly what I needed! Tag a friend who needs to watch this!,0
efftqc7lpvry5wks,William Smith,2013-12-20T03:29:25,10 Tips for Better Productivity,"Very helpful, thank you! Click the link to find out more!",0
fr140tczf7oq0fk5,John Davis,2013-11-08T13:40:50,Effective Time Management Strategies,"Very helpful, thank you! Subscribe for weekly uploads!",0
ioswvi9158np1szf,Sophia Miller,2013-11-02T08:06:59,How to Cook the Perfect Steak,Make thousands of dollars easily! Subscribe for weekly uploads!,1
behmxu6jo56cd4hg,John Garcia,2013-12-07T08:22:21,Survival Skills for Outdoor Adventures,Check out my channel! https://is.gd/pug1p7 Check it out now! Let me know your thoughts in the comments!,1
yp41cpabg18aitav,Olivia Smith,2013-11-20T09:16:20,Mastering Guitar Techniques,Be your own boss! Stay tuned for more updates!,1
vnm67rmqn3j2qms3,William Jones,2013-12-01T17:07:47,Fitness Tips for Beginners,Unlock premium content! https://is.gd/caxwbg Limited stock available! Support my channel!,1
0w5mbi7cxnpiwnwy,John Williams,2013-11-27T09:25:40,Discovering Hidden Gems: Local Travel,This deserves more views! Click the link to find out more!,0
26qexycnaqzf4a1y,Sophia Johnson,2013-12-02T16:36:20,Mastering the Basics of Drawing,Subscribe for more content! https://is.gd/wda80b Check it out now! Limited time offer!,1
l9dyeravjtrvf1bo,James Rodriguez,2013-11-04T17:49:58,Mastering Guitar Techniques,Check out this link! https://tinyurl.com/41ep42 Limited stock available! Check out my other videos!,1
16vh4ffwb4qtfqmh,Alexander Davis,2013-11-01T04:37:19,Healthy Breakfast Ideas,Claim your reward now! Don't miss out!,1
v40one0tgirg5l2m,Olivia Miller,2013-12-05T18:09:06,The Science of Happiness,Start making money today! phishing Spread the word!,1
jfjyk33hvjmq85tz,James Davis,2013-11-27T16:10:23,Effective Time Management Strategies,Free iPhone giveaway! https://is.gd/774b7p Offer expires soon! phishing Tag a friend who needs to watch this!,1
r8plrrwi3aauktjf,Olivia Davis,2013-11-09T00:12:49,10 Tips for Better Productivity,Interesting video. Share this with someone who needs to see it!,0
nm21mrvktw743cjf,Emma Williams,2013-12-02T13:30:07,Creative Writing Workshop,I enjoyed watching this. Leave a comment below!,0
n8q4s3it8mqkz3zj,Alexander Davis,2013-12-28T21:58:53,Discovering Hidden Gems: Local Travel,Share this with your friends! clickbait Don't forget to share with your friends!,1
5vqax62c8w748i9e,Emma Johnson,2013-11-01T14:54:10,Travel Guide: Exploring Thailand,Be your own boss! https://tinyurl.com/8pxoqa Limited stock available! Limited time offer!,1
voq0nd47f90uq132,Sophia Johnson,2013-12-19T17:29:11,Travel Guide: Exploring Thailand,Increase your earnings with us! https://bit.ly/ontfo2 Check it out now! Subscribe for weekly uploads!,1
4rpx5caxpqwopi66,John Martinez,2013-11-29T16:25:04,Mastering Guitar Techniques,Interesting video. Tag a friend who needs to watch this!,0
ymmtb7zalta5h4vi,John Davis,2013-12-10T14:01:41,Ultimate Guide to Digital Marketing,Amazing video! Join our community!,0
t9on69zhi5fedjsg,James Smith,2013-11-03T03:20:24,Healthy Breakfast Ideas,Interesting video. Hit the notification bell!,0
qi9kxkf5ljl9k0ot,John Smith,2013-11-22T18:01:29,Learn Python Programming from Scratch,You're doing a great job! Stay tuned for more updates!,0
uk9vfilowcvamt2v,Emma Martinez,2013-12-12T10:12:02,Fitness Tips for Beginners,Earn money from home! https://tinyurl.com/tya663 Limited stock available! Follow me on social media!,1
5uqyjf4a2ovk1n1t,Ava Davis,2013-11-28T09:49:47,Survival Skills for Outdoor Adventures,Interesting video. Limited time offer!,0
d9vbr8to1epvnur9,William Smith,2013-12-11T08:57:15,Fitness Tips for Beginners,Watch this amazing video! https://bit.ly/021gi6 Offer expires soon! Spread the word!,1
523o4a0sl4w4gha4,Michael Williams,2013-12-22T14:53:43,Mastering the Basics of Drawing,Get rich quick! Don't miss out!,1
90b62n33czx25gzp,James Garcia,2013-11-26T11:40:46,DIY Home Decor Ideas,Keep up the good work! Become a member today!,0
gxvxi4rzr7yqntiw,Alexander Smith,2013-12-31T10:47:04,Understanding Quantum Mechanics,I learned a lot from this video. Leave a comment below!,0
dob0kxwxdsvnrbk3,Emma Davis,2013-12-06T08:45:46,Secrets of Successful Entrepreneurs,You've earned a new subscriber! Spread the word!,0
bi6al5dls4mtvf0e,Mia Martinez,2013-11-23T10:13:18,Learn Python Programming from Scratch,Earn money from home! https://is.gd/cn6pu9 Offer expires soon! Check out my other videos!,1
89xo9lfrz3dwe1t7,John Miller,2013-11-26T14:39:41,Learn Python Programming from Scratch,This deserves more views! Don't forget to share with your friends!,0
fbgsq396r0kv0umg,James Johnson,2013-12-28T19:25:16,The Art of Photography,Keep up the good work! Limited time offer!,0
syxq4n0289qvoa93,Alexander Williams,2013-11-20T15:35:37,The Science of Happiness,Tag someone who needs to see this! https://bit.ly/5vwsyt Limited stock available! virus Join our community!,1
wb87ryo9359p8f5q,John Williams,2013-12-25T00:58:14,10 Tips for Better Productivity,I appreciate your effort in making this video. Join our community!,0
cpdkkr7gyvl1nmsu,Ava Davis,2013-11-01T14:40:09,Survival Skills for Outdoor Adventures,Double your income now! untrustworthy Tag a friend who needs to watch this!,1
ii5ou9vgkiokedl1,Olivia Rodriguez,2013-12-17T21:40:03,Learn Python Programming from Scratch,Keep up the good work! Click the link to find out more!,0
qjg38g7nyzxtuvce,Michael Rodriguez,2013-11-18T05:04:13,Ultimate Guide to Digital Marketing,Join our community! https://bit.ly/wjgxim Offer expires soon! phishing Check out my other videos!,1
fpbkxmiij5tmr3vb,Emma Davis,2013-12-08T07:12:49,Discovering Hidden Gems: Local Travel,Check out my channel! fake Check out my other videos!,1
zt6qkn7ho0uwm1ow,Sophia Williams,2013-11-16T03:48:44,Healthy Breakfast Ideas,Make thousands of dollars easily! https://tinyurl.com/fffwe6 Offer expires soon! Subscribe for weekly uploads!,1
xinvrr4hexnusfg2,William Jones,2013-12-25T10:34:49,The Art of Photography,This deserves more views! Claim your reward now!,0
3n6mfuxgyhbyazgw,Sophia Williams,2013-12-16T17:05:04,Discovering Hidden Gems: Local Travel,You're doing a great job! Let me know your thoughts in the comments!,0
bi58znj25k22rw7q,Alexander Garcia,2013-12-01T15:36:56,Secrets of Successful Entrepreneurs,I'm impressed! Help me reach 1 million subscribers!,0
997hswqwujubkiox,Emma Miller,2013-12-25T22:24:15,Introduction to Meditation,You won a prize! https://bit.ly/q8mll1 Offer expires soon! clickbait Stay tuned for more updates!,1
qg53hc2ym91f0z0h,Michael Davis,2013-12-10T18:40:14,Creative Writing Workshop,You won a prize! Claim your reward now!,1
z0ouvgmjtpf8bhiz,James Miller,2013-11-06T02:20:02,Fitness Tips for Beginners,Subscribe for more content! Help me reach 1 million subscribers!,1
sl8oulk90ln2a1qp,Ava Johnson,2013-12-04T16:07:59,Mastering Guitar Techniques,Well done! Check out my other videos!,0
vxnfv5yveabaokuq,James Davis,2013-12-17T05:07:33,Understanding Quantum Mechanics,Keep up the good work! Limited time offer!,0
k0tw1rd54zk0h55h,Emma Davis,2013-11-09T00:58:47,Survival Skills for Outdoor Adventures,You won a prize! Stay tuned for more updates!,1
nlhn75mfklv3ag5s,Michael Davis,2013-12-02T17:08:34,Introduction to Meditation,Claim your reward now! Limited time offer!,1
nyxqhslu4ttaau8z,Alexander Jones,2013-12-19T18:14:12,How to Cook the Perfect Steak,Make thousands of dollars easily! https://bit.ly/q89sqi Offer expires soon! suspicious Stay tuned for more updates!,1
jkx1mcujb95jw59p,Ava Smith,2013-11-30T23:55:09,Survival Skills for Outdoor Adventures,This video is very informative. Tag a friend who needs to watch this!,0
ihdblwc2gy46n3xn,Michael Miller,2013-11-28T09:15:35,Survival Skills for Outdoor Adventures,"Don't wait, click now! https://is.gd/qcxu6o Limited stock available! Become a member today!",1
mgi6380d1uyx9hyp,Mia Smith,2013-12-28T23:07:01,Healthy Breakfast Ideas,Thank you for sharing. Help me reach 1 million subscribers!,0
tj9xy4peelbxryvr,Olivia Williams,2013-11-20T17:28:06,The Art of Photography,Well done! Tag a friend who needs to watch this!,0
rmvccia6ujgo3z6z,Mia Garcia,2013-12-13T19:27:31,Mastering Guitar Techniques,Share this with your friends! Tag a friend who needs to watch this!,1
ji846c99tteq0t0s,Alexander Smith,2013-12-09T05:24:49,Discovering Hidden Gems: Local Travel,Watch this amazing video! https://bit.ly/wjr4i5 Limited stock available! Tag a friend who needs to watch this!,1
ykw7f425dzbss5ja,Emma Rodriguez,2013-12-23T19:44:14,Beginner's Guide to Investing,Double your income now! Join our community!,1
4xyeenbs44oi2x54,Sophia Johnson,2013-12-07T22:11:16,Learn Python Programming from Scratch,This was exactly what I needed! Please like and subscribe!,0
7uqpzkfnhtbphcea,Alexander Smith,2013-12-20T04:21:25,The Science of Happiness,Subscribe for more content! https://bit.ly/p5181u Limited stock available! Help me reach 1 million subscribers!,1
s7uc8okc21nt851p,Mia Jones,2013-12-27T12:02:14,Learn Python Programming from Scratch,You've earned a new subscriber! Please like and subscribe!,0
mnc5zm7dkeattpv3,Michael Miller,2013-12-22T22:10:54,Healthy Breakfast Ideas,"Hurry, offer ends soon! https://is.gd/892ha1 Check it out now! Spread the word!",1
xvai178h6pykvsff,Alexander Miller,2013-12-03T22:22:36,Ultimate Guide to Digital Marketing,Free iPhone giveaway! https://tinyurl.com/aku0ev Check it out now! untrustworthy Leave a comment below!,1
dosha89si57rbf6q,Emma Garcia,2013-11-06T15:21:15,Mastering Guitar Techniques,You won a prize! https://is.gd/howlh8 Offer expires soon! Help me reach 1 million subscribers!,1
svtlwuz0vsibrvf8,John Williams,2013-12-23T03:36:22,Ultimate Guide to Digital Marketing,Make thousands of dollars easily! phishing Follow me on social media!,1
5sa8gm8b1ke7bruq,Michael Brown,2013-11-27T06:34:37,The Art of Photography,I enjoyed watching this. Don't miss out!,0
l5fipb3agql3f10s,Olivia Rodriguez,2013-11-19T03:14:11,Creative Writing Workshop,You're doing a great job! Share this with someone who needs to see it!,0
vb9433kp90xoc3j9,Michael Miller,2013-12-01T14:56:14,Mastering Guitar Techniques,You're doing a great job! Share this with someone who needs to see it!,0
bkiuevy4zex8pjch,John Williams,2013-12-16T18:11:17,Ultimate Guide to Digital Marketing,Check out my channel! fake Become a member today!,1
mr9mhgjblychjz5u,Emma Rodriguez,2013-12-08T13:39:06,The Art of Photography,Get rich quick! Let me know your thoughts in the comments!,1
m1necbclr9a0hl97,Mia Smith,2013-12-23T17:10:15,DIY Home Decor Ideas,This deserves more views! Join our community!,0
oo0da9hgc8aqsrii,Alexander Smith,2013-11-08T17:56:34,Discovering Hidden Gems: Local Travel,Amazing video! Become a member today!,0
p3almum79p7njzgj,Emma Williams,2013-11-05T02:01:59,The Art of Photography,Well done! Become a member today!,0
jb2e4gsfo6d7w773,Mia Smith,2013-12-05T17:42:52,Secrets of Successful Entrepreneurs,Interesting video. Don't forget to share with your friends!,0
7q7p71x2wrpgw096,Olivia Smith,2013-12-07T20:11:08,DIY Home Decor Ideas,This changed my perspective! Tag a friend who needs to watch this!,0
36aux374leaggfux,William Martinez,2013-12-01T03:40:20,DIY Home Decor Ideas,This changed my perspective! Tag a friend who needs to watch this!,0
ns0ycuue09hty4h9,John Jones,2013-12-01T08:12:42,DIY Home Decor Ideas,"Very helpful, thank you! Limited time offer!",0
rp3bc1hgodkbzi98,Olivia Davis,2013-11-18T05:26:47,Ultimate Guide to Digital Marketing,Well explained! Follow me on social media!,0
fysolzht18d2zmsu,Sophia Miller,2013-11-08T16:24:56,DIY Home Decor Ideas,Thank you for sharing. Stay tuned for more updates!,0
ad09b7zy59znef5s,Emma Williams,2013-12-01T10:44:57,Creative Writing Workshop,Thank you for sharing. Stay tuned for more updates!,0
s5flrhj37gjc6lvi,Emma Miller,2013-12-05T02:33:49,Ultimate Guide to Digital Marketing,Subscribe for more content! Tag a friend who needs to watch this!,1
072pvb654m0v06g6,Michael Martinez,2013-12-12T03:09:42,Secrets of Successful Entrepreneurs,This video is very informative. Subscribe for weekly uploads!,0
a40r8otqwhb8vgdr,Mia Smith,2013-11-14T06:48:00,The Art of Photography,"Hurry, offer ends soon! https://is.gd/f646mr Offer expires soon! Share this with someone who needs to see it!",1
rfd87z5janscg9an,Sophia Martinez,2013-12-25T12:09:18,Creative Writing Workshop,Free iPhone giveaway! https://tinyurl.com/ltwdmm Check it out now! Support my channel!,1
q3z0mu7ii3uhdf21,Olivia Jones,2013-12-20T07:00:03,The Art of Photography,You've earned a new subscriber! Become a member today!,0
d92dq4s71incbgpj,Sophia Brown,2013-11-27T07:18:51,Mastering Guitar Techniques,This video is very informative. Please like and subscribe!,0
ms1dg6ykoqyqvk09,Olivia Johnson,2013-11-12T14:22:08,DIY Home Decor Ideas,Check out my channel! https://bit.ly/7xfdw3 Limited stock available! phishing Help me reach 1 million subscribers!,1
52a5ps1kwmceaooz,Emma Miller,2013-12-23T00:37:35,The Art of Photography,Get rich quick! https://bit.ly/r55s1g Check it out now! suspicious Leave a comment below!,1
13du4hgztr7fjzvn,Ava Johnson,2013-12-15T22:02:53,Secrets of Successful Entrepreneurs,This deserves more views! Claim your reward now!,0
z8gpq4a360tr8u5g,Michael Martinez,2013-12-14T08:34:40,Beginner's Guide to Investing,This deserves more views! Spread the word!,0
mcnker6umleggzqy,Emma Davis,2013-11-14T07:11:59,Fitness Tips for Beginners,"Hurry, offer ends soon! Leave a comment below!",1
55pusyrzy8grmg2h,Sophia Garcia,2013-11-09T02:39:02,Effective Time Management Strategies,Subscribe for more content! Don't miss out!,1
kd2o1iwe6nsrgebk,Alexander Rodriguez,2013-11-27T15:20:24,Healthy Breakfast Ideas,Be your own boss! https://bit.ly/eyixs3 Check it out now! Stay tuned for more updates!,1
skl3ssblm1uz73qp,Olivia Garcia,2013-12-27T10:59:09,Fitness Tips for Beginners,"Very helpful, thank you! Click the link to find out more!",0
jv2xusdg34rlvwku,James Garcia,2013-12-29T22:07:40,Discovering Hidden Gems: Local Travel,I appreciate your effort in making this video. Limited time offer!,0
tdn200ordgakdajk,Emma Brown,2013-12-27T09:44:30,DIY Home Decor Ideas,Well explained! Join our community!,0
930rp32i3mo09673,Olivia Davis,2013-11-25T23:31:26,DIY Home Decor Ideas,Become a member today! Share this with someone who needs to see it!,1
2uus4blv8wey8s8r,Olivia Rodriguez,2013-11-08T08:03:22,Beginner's Guide to Investing,You're doing a great job! Support my channel!,0
nus96q3cu7o1oqt5,John Martinez,2013-12-02T07:03:05,The Science of Happiness,Interesting video. Click the link to find out more!,0
tdn9aq5lmav7r5u7,William Miller,2013-12-21T21:46:51,DIY Home Decor Ideas,I'm impressed! Click the link to find out more!,0
bgk317gm5ctxezcq,Olivia Miller,2013-12-31T22:51:03,The Art of Photography,I enjoyed watching this. Limited time offer!,0
uxo5ijnmuw7waptz,Olivia Brown,2013-12-21T23:46:29,Ultimate Guide to Digital Marketing,Make thousands of dollars easily! https://is.gd/of597m Check it out now! Follow me on social media!,1
m9xpinzrk32k951y,Ava Johnson,2013-12-04T10:08:13,DIY Home Decor Ideas,Start making money today! https://is.gd/9aa9c5 Check it out now! fraud Subscribe for weekly uploads!,1
d7fkceoiil5rh99x,Ava Williams,2013-12-01T17:01:48,The Science of Happiness,Great content! Become a member today!,0
m6x6cjqas12kuv1u,William Smith,2013-12-27T18:24:27,Introduction to Meditation,"Don't wait, click now! https://bit.ly/tws0av Check it out now! spam Spread the word!",1
bor003o44ipdxvis,Alexander Miller,2013-11-22T15:22:21,Creative Writing Workshop,Visit our website! untrustworthy Tag a friend who needs to watch this!,1
i59rictc2x3tm1ez,Olivia Davis,2013-12-16T09:58:04,Fitness Tips for Beginners,Thank you for sharing. Share this with someone who needs to see it!,0
faqb1xzodxezk9qe,Olivia Garcia,2013-12-18T10:18:07,Introduction to Meditation,"Hurry, offer ends soon! https://tinyurl.com/rn7abj Check it out now! Leave a comment below!",1
zv0y1b8flmvcoa9c,William Jones,2013-12-17T20:12:43,Travel Guide: Exploring Thailand,Check out this link! untrustworthy Please like and subscribe!,1
jxx4updgpu16c8jb,Ava Miller,2013-12-09T14:08:49,Beginner's Guide to Investing,I'm subscribing to your channel! Please like and subscribe!,0
3abwx6c1y2uvx936,Olivia Brown,2013-11-23T10:16:00,Ultimate Guide to Digital Marketing,This was exactly what I needed! Claim your reward now!,0
oa8caqfowkw9fatc,Olivia Williams,2013-11-20T01:12:53,Healthy Breakfast Ideas,I'm impressed! Hit the notification bell!,0
md7lmxe5zszhla9s,Emma Garcia,2013-12-21T00:37:31,Learn Python Programming from Scratch,Join our community! https://bit.ly/kvqynz Offer expires soon! Help me reach 1 million subscribers!,1
3seplvjyysadlwdy,Ava Smith,2013-12-25T21:27:31,Travel Guide: Exploring Thailand,Keep up the good work! Share this with someone who needs to see it!,0
smjihuu2jgybcwpd,William Johnson,2013-12-27T18:27:00,Creative Writing Workshop,You've earned a new subscriber! Join our community!,0
yms8lx39lhiagjim,Ava Martinez,2013-11-27T19:04:46,How to Cook the Perfect Steak,Check out my channel! https://bit.ly/p7t46o Offer expires soon! clickbait Tag a friend who needs to watch this!,1
cg6evjodhcio9v2m,James Jones,2013-12-15T11:29:53,Creative Writing Workshop,Well explained! Tag a friend who needs to watch this!,0
gtccqr9wxqd8avx7,Emma Martinez,2013-12-27T13:56:45,Fitness Tips for Beginners,I'm impressed! Don't miss out!,0
d8uswhdfm7f6emeq,Olivia Brown,2013-12-12T00:53:19,The Science of Happiness,"Very helpful, thank you! Check out my other videos!",0
wpzblkmyvahle21e,William Garcia,2013-12-30T07:21:18,Travel Guide: Exploring Thailand,You won a prize! Let me know your thoughts in the comments!,1
mcqo3parrtfkyaj5,Mia Smith,2013-11-20T10:11:41,Understanding Quantum Mechanics,Invest in your future! https://bit.ly/xbx97j Limited stock available! fraud Become a member today!,1
5yzlzuz6tifgrtln,Emma Davis,2013-11-24T02:29:03,Survival Skills for Outdoor Adventures,I enjoyed watching this. Please like and subscribe!,0
ccajfynvcjwkzzvn,Mia Smith,2013-11-17T15:49:03,Ultimate Guide to Digital Marketing,Earn money from home! https://bit.ly/hue03h Limited stock available! clickbait Stay tuned for more updates!,1
6xjzr65o91jw74rt,Olivia Jones,2013-12-03T08:35:47,DIY Home Decor Ideas,Start making money today! https://is.gd/ae4wbs Limited stock available! Share this with someone who needs to see it!,1
5l9wvdx0c3p9un4h,Ava Johnson,2013-12-04T11:49:29,Secrets of Successful Entrepreneurs,You won a prize! Don't forget to share with your friends!,1
coc3mcnzplao47fy,Alexander Martinez,2013-12-10T09:05:02,Discovering Hidden Gems: Local Travel,Join our community! malware Limited time offer!,1
84yz0ppn9rn6f9g9,James Garcia,2013-11-14T20:50:06,Effective Time Management Strategies,Thank you for sharing. Subscribe for weekly uploads!,0
cy8xm08hsmsj6f9w,Sophia Brown,2013-11-17T20:03:40,Mastering Guitar Techniques,This video is very informative. Hit the notification bell!,0
h1r0am18gswhqfnl,John Williams,2013-12-03T00:28:52,The Art of Photography,Get exclusive deals! Follow me on social media!,1
yxcxrg8xcf5496g3,Michael Rodriguez,2013-12-22T20:38:54,Fitness Tips for Beginners,Start making money today! https://tinyurl.com/fu0os9 Limited stock available! phishing Become a member today!,1
a81lfluidn121y6f,Sophia Miller,2013-12-10T05:48:20,The Art of Photography,This deserves more views! Hit the notification bell!,0
zlb8vc9u5p18cmat,Sophia Smith,2013-11-28T22:29:17,Fitness Tips for Beginners,Well explained! Don't forget to share with your friends!,0
lru5fqaxemy031j5,James Garcia,2013-11-06T14:13:56,Mastering the Basics of Drawing,You don't want to miss this! suspicious Share this with someone who needs to see it!,1
2jkgpey8yg4f0fmr,James Garcia,2013-12-12T05:08:49,Learn Python Programming from Scratch,Great content! Become a member today!,0
1hopb0obcyt2naj3,Michael Garcia,2013-11-17T03:28:30,Learn Python Programming from Scratch,Amazing video! Support my channel!,0
ico8wukpwxz8g8yi,William Smith,2013-12-06T03:22:07,Travel Guide: Exploring Thailand,This video is very informative. Click the link to find out more!,0
fosmxzjik1crzsi8,John Jones,2013-12-23T21:15:52,How to Cook the Perfect Steak,Keep up the good work! Help me reach 1 million subscribers!,0
2mpkmlrd9pxxckm6,Alexander Miller,2013-11-20T20:31:28,Ultimate Guide to Digital Marketing,I'm impressed! Limited time offer!,0
q3hd7daggo1wprxl,Emma Williams,2013-11-10T12:30:39,Fitness Tips for Beginners,I'm subscribing to your channel! Limited time offer!,0
f0iwkj722owvb8gq,Alexander Rodriguez,2013-12-05T20:17:04,Understanding Quantum Mechanics,Visit our website! Subscribe for weekly uploads!,1
2wa4muqdhm3ib98v,Alexander Martinez,2013-12-28T06:31:11,DIY Home Decor Ideas,Such an inspiring video! Stay tuned for more updates!,0
kynkyydfofxkj6d5,Michael Miller,2013-12-19T22:02:14,Beginner's Guide to Investing,Subscribe for more content! https://tinyurl.com/a3p1va Check it out now! Hit the notification bell!,1
s0yvpqezoel0i7qh,Emma Miller,2013-12-08T15:37:57,Creative Writing Workshop,"Hurry, offer ends soon! Don't forget to share with your friends!",1
yc673xpc26s66snj,Mia Garcia,2013-11-01T01:26:16,Fitness Tips for Beginners,Become a member today! https://bit.ly/jb0i9e Offer expires soon! fake Claim your reward now!,1
50fdcpf0i75c4xuh,Mia Williams,2013-11-08T18:55:09,Introduction to Meditation,Share this with your friends! https://bit.ly/loaqs5 Limited stock available! phishing Limited time offer!,1
76wi4iqkliegkero,John Jones,2013-11-12T04:05:55,Survival Skills for Outdoor Adventures,I'm impressed! Share this with someone who needs to see it!,0
y6baldn61xtdi9rh,Emma Garcia,2013-11-07T03:31:45,Fitness Tips for Beginners,This was exactly what I needed! Become a member today!,0
29xq9q2245kknp3s,Olivia Jones,2013-11-20T01:20:33,Survival Skills for Outdoor Adventures,Watch this amazing video! https://tinyurl.com/ors33g Limited stock available! Leave a comment below!,1
b97age5cqhi0n0pw,Ava Davis,2013-11-17T01:46:11,DIY Home Decor Ideas,This changed my perspective! Click the link to find out more!,0
159gognmwbmoa15u,John Garcia,2013-12-12T07:23:52,Survival Skills for Outdoor Adventures,I appreciate your effort in making this video. Don't miss out!,0
z9wale9vjy843733,Emma Martinez,2013-12-01T08:53:25,Ultimate Guide to Digital Marketing,Money-making opportunity! spam Stay tuned for more updates!,1
sgs9t1bvui16m9zr,Ava Martinez,2013-11-03T03:49:28,Secrets of Successful Entrepreneurs,Keep up the good work! Let me know your thoughts in the comments!,0
jzab2lsy4ndf2mr2,John Jones,2013-12-17T03:07:28,How to Cook the Perfect Steak,Get rich quick! Help me reach 1 million subscribers!,1
u3bey8dfeqvue7q0,Emma Brown,2013-11-15T19:10:04,The Art of Photography,"Very helpful, thank you! Help me reach 1 million subscribers!",0
wc60y7kt59944ojt,Alexander Johnson,2013-12-12T16:50:59,Creative Writing Workshop,Tag someone who needs to see this! https://is.gd/ez3zkw Check it out now! Help me reach 1 million subscribers!,1
z4qm0d72n90wn3uk,Mia Johnson,2013-11-17T20:43:11,Fitness Tips for Beginners,Make thousands of dollars easily! https://bit.ly/bqwgrt Check it out now! Leave a comment below!,1
lktpsyvqec0i1fyz,Emma Smith,2013-12-20T07:41:10,Beginner's Guide to Investing,This was exactly what I needed! Support my channel!,0
8cz7kfhj57tmwd66,William Rodriguez,2013-12-27T15:22:37,Travel Guide: Exploring Thailand,You've earned a new subscriber! Support my channel!,0
8sldc3vdjbsfebeg,Alexander Smith,2013-11-18T19:50:36,Survival Skills for Outdoor Adventures,Well explained! Claim your reward now!,0
m0zoa3kgy6ydlnj3,James Brown,2013-11-29T03:30:10,How to Cook the Perfect Steak,Such an inspiring video! Share this with someone who needs to see it!,0
ryftgzecgxs0q46n,Sophia Johnson,2013-11-28T20:59:35,The Art of Photography,Share this with your friends! suspicious Stay tuned for more updates!,1
nmy2j181s8t0ztrz,Alexander Jones,2013-11-09T14:41:29,Beginner's Guide to Investing,Join our community! Please like and subscribe!,1
k4apc10mew7g4p0x,Emma Williams,2013-12-12T14:44:42,Mastering the Basics of Drawing,Amazing video! Limited time offer!,0
qdhkrwd4oy03jhri,Emma Jones,2013-12-19T22:46:18,Secrets of Successful Entrepreneurs,Such an inspiring video! Spread the word!,0
wpx8vvhdyyn0xr5y,Sophia Garcia,2013-12-03T15:19:12,Ultimate Guide to Digital Marketing,This was exactly what I needed! Check out my other videos!,0
10ylzponnsos8q4j,Emma Miller,2013-12-12T02:04:57,The Science of Happiness,Share this with your friends! fraud Let me know your thoughts in the comments!,1
ga1vkm6u77t4i8t2,Mia Jones,2013-11-14T00:18:18,Mastering the Basics of Drawing,Financial freedom is just a click away! https://tinyurl.com/hvh1q7 Limited stock available! malware Spread the word!,1
fvmkg8bt74a2vxod,Olivia Rodriguez,2013-11-09T12:33:22,Learn Python Programming from Scratch,I learned a lot from this video. Tag a friend who needs to watch this!,0
